domain,"in_TI_URLhaus"
"ykapi.luyou.360.cn",true
"45.177.33.169:50370",true
"27.215.211.127:54278",true
"42.59.199.47:34097",true
"125.43.83.141:44090",true
"125.43.33.132:48526",true
"91.240.165.50:35154",true
"112.248.60.175:51882",true
"182.127.69.104:38177",true
"222.141.74.233:51572",true
"125.44.214.214:46301",true
"112.239.99.209:48675",true
"115.54.174.104:39136",true
"27.204.239.36:41923",true
"39.65.215.170:42760",true
"115.58.143.45:43311",true
"182.114.255.18:47942",true
"42.225.193.107:35082",true
"27.212.216.64:44771",true
"115.48.160.70:39370",true
"42.227.2.233:47953",true
"222.140.189.41:50201",true
"61.53.87.19:57870",true
"115.62.59.8:50895",true
"115.49.67.104:59163",true
"42.224.121.232:47863",true
"117.235.110.107:35437",true
"116.139.26.105:47866",true
"112.230.21.161:36312",true
"200.59.84.223:53449",true
"42.228.42.82:33486",true
"115.193.24.164:53939",true
"94.101.61.84:38405",true
"123.188.95.224:42482",true
"117.212.59.84:52814",true
"200.59.83.63:50623",true
"42.224.95.139:40676",true
"200.59.88.216:40946",true
"115.63.82.21:41611",true
"168.227.65.204:47283",true
"123.4.166.9:45265",true
"93.177.151.72:54007",true
"123.5.191.209:37174",true
"88.247.222.82:37818",true
"125.46.221.193:35785",true
"2.187.249.185:48018",true
"123.9.23.79:49742",true
"117.209.93.13:53888",true
"200.59.88.225:40067",true
"196.251.80.67",true
"119.116.168.43:37001",true
"115.57.30.196:59839",true
"180.190.241.107:50167",true
"115.63.52.8:41375",true
"115.55.8.136:48683",true
"200.59.88.244:54953",true
"103.49.9.220:448",true
"103.49.9.219:448",true
"103.49.9.218:448",true
"124.6.169.54:53525",true
"222.214.101.32:44636",true
"221.1.224.124:36273",true
"103.252.90.129",true
"212.115.41.63",true
"115.48.144.118:37021",true
"5.181.187.146",true
"194.87.128.233",true
"176.65.149.23",true
"41.216.189.108",true
"202.155.94.19",true
"182.121.153.3:35031",true
"46.38.138.58",true
"42.231.212.163:34910",true
"72.10.10.146:57499",true
"27.202.195.35:32810",true
"2.58.113.219",true
"125.41.143.242:44105",true
"178.16.55.70",true
"178.16.53.193",true
"113.238.15.136:51791",true
"180.191.21.40:52236",true
"216.126.86.184:58077",true
"113.231.235.247:47833",true
"60.18.48.130:45837",true
"180.131.145.148:12345",true
"151.25.171.155:8443",true
"222.136.38.68:52725",true
"113.228.212.168:53977",true
"42.6.187.234:43916",true
"42.57.31.53:47810",true
"125.44.211.93:49640",true
"182.122.221.247:45580",true
"125.41.0.160:49656",true
"124.135.180.45:49120",true
"120.28.219.231:36627",true
"42.6.49.159:37214",true
"182.119.227.240:57251",true
"42.231.108.227:50066",true
"219.155.202.189:34234",true
"221.14.196.195:45738",true
"91.143.171.155:56555",true
"59.182.218.254:53704",true
"27.215.81.100:55250",true
"112.240.248.15:58785",true
"222.141.135.192:54265",true
"123.13.146.44:35343",true
"117.209.1.98:55074",true
"176.239.33.50:34401",true
"212.50.57.143:56569",true
"222.103.202.2:34660",true
"120.28.199.61:54494",true
"200.59.88.115:38779",true
"115.49.31.109:45201",true
"42.225.216.70:59135",true
"222.138.212.135:39754",true
"182.113.29.152:60832",true
"222.142.255.103:46783",true
"175.148.104.24:60701",true
"182.116.23.50:49406",true
"39.74.51.168:35229",true
"59.96.124.133:49310",true
"125.45.65.39:39155",true
"190.8.173.146:45754",true
"27.215.49.161:45517",true
"123.172.80.64:60690",true
"60.254.85.166:46749",true
"120.60.233.167:46021",true
"61.176.246.1:39196",true
"223.105.78.182:33032",true
"45.59.38.205:2177",true
"112.248.100.34:58671",true
"123.5.172.225:51135",true
"42.55.216.237:51866",true
"175.148.116.104:53996",true
"39.79.83.241:55041",true
"182.126.89.138:45184",true
"110.183.53.54:52868",true
"219.154.28.243:55145",true
"175.165.116.170:32769",true
"113.229.164.233:44137",true
"61.53.91.63:52460",true
"121.231.234.130:35804",true
"42.228.221.46:54082",true
"200.59.88.83:37133",true
"42.227.139.88:38888",true
"112.225.49.141:37075",true
"175.160.125.63:53673",true
"125.40.146.200:46512",true
"bp.muzodoa.ru",true
"115.58.32.14:36931",true
"115.55.194.224:40249",true
"221.1.225.207:37767",true
"123.14.181.191:44929",true
"115.55.58.94:36611",true
"42.225.230.42:41768",true
"60.22.51.87:56250",true
"42.86.141.100:35563",true
"115.49.1.107:38007",true
"175.167.78.231:35907",true
"178.245.236.129:37041",true
"188.129.251.7:52717",true
"123.5.172.25:45849",true
"123.4.133.11:44926",true
"182.113.203.40:46970",true
"116.138.177.109:42534",true
"222.138.204.144:47913",true
"125.47.69.20:43948",true
"60.179.249.3:44658",true
"42.235.156.214:53549",true
"222.134.163.248:44008",true
"fileripple.com",true
"115.55.48.188:38084",true
"42.226.79.223:35009",true
"61.53.81.82:38115",true
"115.49.1.130:33942",true
"117.209.4.112:37065",true
"117.205.248.171:34460",true
"221.15.86.67:56818",true
"103.70.167.193:49191",true
"115.48.147.70:53728",true
"150.40.118.15",true
"5.89.169.29:43069",true
"42.227.176.68:34743",true
"27.215.180.220:44973",true
"60.219.134.182:47203",true
"101.43.156.141:2323",true
"200.59.88.234:57541",true
"124.92.76.175:36414",true
"115.54.117.228:46935",true
"182.114.192.189:42152",true
"118.34.109.121:52200",true
"115.49.30.158:46567",true
"42.232.178.131:47951",true
"180.191.51.23:40060",true
"103.20.103.50",true
"42.231.212.26:40601",true
"117.209.80.112:45775",true
"124.95.252.131:34774",true
"115.56.146.116:52894",true
"tma.penodoa.ru",true
"27.215.53.167:59602",true
"27.207.95.102:56750",true
"p1611192-mobac01.tokyo.ocn.ne.jp",true
"uranium.ddns.net",true
"stormc2.fun",true
"45.86.155.156",true
"115.55.52.157:54922",true
"213.165.60.112",true
"ctu.poxyway.ru",true
"175.178.112.168",true
"49.235.177.231:9999",true
"20.151.73.4:1234",true
"47.120.32.72:8079",true
"47.76.248.209:40000",true
"193.37.69.42:2396",true
"47.86.7.10:8888",true
"47.92.97.100",true
"209.141.62.10:3299",true
"43.242.32.133:88",true
"209.141.62.10",true
"47.110.229.61:8080",true
"114.170.157.196:5139",true
"183.81.156.125:12929",true
"195.32.23.210:2003",true
"78.85.84.246:45304",true
"176.221.116.162:56925",true
"78.157.28.3:8497",true
"46.98.206.92:4839",true
"85.185.28.90:54336",true
"94.180.41.26:63798",true
"182.16.177.85:38196",true
"114.226.119.216:1224",true
"94.233.221.1:9904",true
"176.212.171.193:57438",true
"203.228.116.110:6067",true
"110.183.51.121:5720",true
"58.47.104.13:30269",true
"110.74.195.77:46274",true
"212.104.171.23:21556",true
"123.173.105.188:6881",true
"46.12.77.246:2095",true
"187.19.29.166:3483",true
"120.211.137.185:54967",true
"189.131.162.144:22289",true
"120.157.159.22:3212",true
"120.61.254.91:2000",true
"41.147.196.208:8081",true
"27.68.52.229",true
"14.160.183.10",true
"178.50.112.88:9301",true
"120.157.20.65:85",true
"105.186.155.48:8085",true
"123.31.66.20",true
"41.147.196.208:8083",true
"92.40.115.103:8083",true
"91.80.134.7",true
"94.44.164.166:8080",true
"83.224.149.183",true
"91.80.128.53",true
"113.228.144.107:41061",true
"103.59.160.219:8000",true
"38.110.228.165:8443",true
"42.229.163.176:43109",true
"47.86.2.149:60122",true
"85.114.171.235",true
"36.163.57.174:51762",true
"92.38.49.217",true
"151.16.8.48:8443",true
"173.212.222.49:8090",true
"42.87.168.137:44763",true
"www.dcrat0106.duckdns.org",true
"47.90.162.76",true
"ve.penodoa.ru",true
"115.50.217.45:48862",true
"115.49.104.55:47728",true
"120.28.195.81:53921",true
"182.173.199.8:46240",true
"27.37.87.124:38363",true
"182.121.129.18:44468",true
"42.230.201.99:33360",true
"123.14.98.217:53110",true
"119.109.223.235:58821",true
"www.2septiembrerem.duckdns.org",true
"rem0925.duckdns.org",true
"hcsnet.com.br",true
"wa.poxyway.ru",true
"fasdv.duckdns.org",true
"www.asdfavae.duckdns.org",true
"www.cvawrs.duckdns.org",true
"61.54.69.93:58151",true
"115.55.33.119:36521",true
"160.187.246.23",true
"175.9.135.120:55334",true
"61.53.120.206:56144",true
"119.179.249.7:54472",true
"222.142.248.6:38683",true
"cdn.hyrule.pics",true
"221.15.224.45:40864",true
"222.140.160.204:45252",true
"113.231.236.157:35180",true
"61.53.107.129:35095",true
"sno.pubarey.ru",true
"comprovantes.eu",true
"archive.org",true
"shipping2.xo.je",true
"115.48.144.10:57032",true
"cloud-niche.duckdns.org",true
"91.208.197.196",true
"60.23.158.212:49884",true
"182.123.241.44:49331",true
"171.81.97.121:44277",true
"42.239.190.219:54742",true
"125.41.4.248:43758",true
"95.216.187.225",true
"exortsoft.top",true
"42.85.214.177:47729",true
"61.53.237.109:53338",true
"61.52.80.57:42981",true
"113.89.102.215:43620",true
"27.202.19.140:50040",true
"125.42.125.1:49814",true
"182.123.210.249:35650",true
"42.239.114.187:52624",true
"27.215.242.161:35013",true
"27.216.161.152:33865",true
"175.146.117.203:60359",true
"222.138.176.153:51111",true
"105.96.110.166:41527",true
"182.117.77.139:33210",true
"182.116.82.241:41067",true
"125.47.66.255:56356",true
"42.229.221.27:49363",true
"221.15.188.148:54197",true
"115.56.159.92:56312",true
"219.155.15.109:59875",true
"222.140.156.215:48549",true
"115.48.19.46:38865",true
"175.151.237.241:42087",true
"201.77.146.239:45125",true
"88.252.40.23:40728",true
"182.117.146.200:39524",true
"113.94.31.126:40043",true
"123.10.38.250:41157",true
"123.5.178.14:44955",true
"115.58.135.18:43454",true
"115.53.222.18:55084",true
"191.241.143.45:46038",true
"42.86.54.70:45414",true
"42.235.83.75:33756",true
"175.146.209.8:46476",true
"59.174.117.191:49159",true
"182.113.7.250:53615",true
"42.224.122.41:53663",true
"46.184.142.252:15985",true
"123.5.153.34:36190",true
"115.49.114.163:51615",true
"123.13.157.200:42603",true
"125.41.7.169:53193",true
"112.248.185.122:46604",true
"112.252.252.46:40268",true
"42.57.210.71:34560",true
"182.127.127.45:44277",true
"112.229.207.154:52263",true
"pubshierstext.top",true
"114.32.234.233:48425",true
"42.239.150.239:49262",true
"39.90.184.24:59314",true
"42.228.37.123:60798",true
"91.224.92.78",true
"59.98.207.193:37202",true
"125.47.236.232:50649",true
"182.127.7.108:38861",true
"42.234.154.114:36790",true
"61.53.198.148:54297",true
"196.251.85.167",true
"120.28.109.102:55120",true
"42.230.38.52:55541",true
"115.63.179.164:50718",true
"200.59.84.52:51404",true
"117.209.88.218:43867",true
"42.235.99.116:51463",true
"115.55.47.98:59846",true
"117.195.115.183:49145",true
"42.235.76.233:50252",true
"42.178.28.207:55666",true
"222.127.154.48:43389",true
"182.117.27.61:33386",true
"218.60.180.194:39879",true
"42.178.226.41:50772",true
"200.59.88.155:41086",true
"222.216.41.118:52096",true
"42.225.83.19:33048",true
"www.cnnetwork.uk",true
"222.141.45.181:37364",true
"61.53.140.51:55053",true
"76.155.149.44:34318",true
"182.112.132.141:35545",true
"113.236.135.170:54180",true
"115.50.108.193:39937",true
"117.199.163.28:60716",true
"115.63.45.147:35519",true
"42.224.123.35:54917",true
"61.137.203.173:41667",true
"42.224.119.240:37383",true
"27.207.3.240:42696",true
"84.200.192.98",true
"45.153.34.50",true
"219.155.209.17:36732",true
"180.191.49.176:46466",true
"120.61.10.54:33849",true
"182.247.129.158:46907",true
"60.19.223.132:33765",true
"125.47.103.148:39331",true
"123.13.142.242:60166",true
"219.157.147.39:59185",true
"222.246.33.213:36150",true
"219.156.35.198:54917",true
"119.109.162.209:38058",true
"27.207.88.230:50775",true
"119.185.240.144:43440",true
"123.13.147.220:45138",true
"222.140.66.74:59307",true
"221.14.57.45:54632",true
"42.225.207.27:39869",true
"124.94.141.246:40944",true
"123.12.29.11:56972",true
"jl.pubarey.ru",true
"222.142.243.208:58550",true
"216.244.203.24:52864",true
"61.53.72.33:33926",true
"27.220.249.122:46237",true
"117.209.4.79:45065",true
"115.52.26.93:49862",true
"182.121.113.114:58345",true
"72.60.146.15",true
"200.59.88.23:52387",true
"200.59.88.43:50683",true
"mra.teziriy.ru",true
"115.48.152.10:58497",true
"115.63.40.47:43122",true
"110.183.54.219:50082",true
"182.127.178.50:57829",true
"219.155.203.19:59744",true
"42.179.12.196:56276",true
"117.253.67.6:43259",true
"200.6.91.47:46861",true
"115.54.179.67:38897",true
"42.176.192.127:38079",true
"113.224.181.163:28117",true
"123.8.88.253:42238",true
"61.52.159.100:49217",true
"61.52.173.71:44644",true
"125.47.103.35:40137",true
"182.121.14.98:44090",true
"39.71.204.30:47653",true
"115.52.43.178:59359",true
"123.14.12.127:36707",true
"219.156.19.232:44982",true
"pk.teziriy.ru",true
"222.141.20.43:35721",true
"176.65.148.186",true
"182.114.248.207:50149",true
"117.209.10.167:52345",true
"108.170.134.254:33701",true
"zom.tyjyxie.ru",true
"42.6.90.209:47067",true
"42.224.20.153:35697",true
"123.5.206.119:37146",true
"42.224.174.211:44882",true
"42.234.142.49:52411",true
"hs.tyjyxie.ru",true
"42.233.135.206:52005",true
"123.9.242.130:45849",true
"182.113.3.55:50756",true
"182.121.226.115:47169",true
"60.23.73.193:36210",true
"219.157.170.103:34999",true
"42.176.244.83:50424",true
"222.138.234.147:43310",true
"42.230.156.179:41238",true
"114.227.34.241:46555",true
"123.11.5.78:41606",true
"115.54.190.184:39136",true
"42.56.203.118:56603",true
"42.231.249.189:40930",true
"222.140.65.208:50608",true
"60.23.122.182:36483",true
"120.57.208.116:59973",true
"222.140.157.61:35848",true
"119.156.228.235:46343",true
"115.56.159.233:49226",true
"45.125.66.56",true
"adapadske.org",true
"212.50.57.143:59761",true
"182.126.240.198:49951",true
"125.44.52.108:56117",true
"105.96.108.46:59362",true
"113.237.101.195:50588",true
"42.234.234.63:53995",true
"125.42.40.17:37089",true
"42.228.38.205:33486",true
"123.12.38.128:50343",true
"vru.xapomyo.ru",true
"222.140.129.211:57720",true
"qn.xapomyo.ru",true
"27.204.227.85:52142",true
"119.117.43.56:40139",true
"193.111.248.238",true
"103.130.213.44",true
"39.73.122.47:35385",true
"mclighthouse.ir",true
"142.54.160.14",true
"45.170.245.23",true
"160.191.243.254",true
"66.78.40.221",true
"45.79.126.103",true
"59.96.139.148:45444",true
"84.200.89.237",true
"23.154.80.50:8080",true
"182.117.78.231:45258",true
"219.157.18.56:58621",true
"219.155.220.124:37421",true
"123.188.69.134:41532",true
"182.119.7.119:37610",true
"60.23.73.229:35128",true
"182.121.156.190:37174",true
"207.65.186.15:37821",true
"123.190.17.132:49494",true
"115.50.7.243:35031",true
"175.101.19.103:40062",true
"221.214.247.163:47827",true
"117.206.106.70:46413",true
"219.155.234.15:49915",true
"125.43.38.240:51812",true
"123.5.144.131:32976",true
"tz.vikidii.ru",true
"113.230.23.50:45415",true
"42.225.199.177:35082",true
"113.230.55.95:46324",true
"125.41.76.137:59225",true
"31.140.163.200:51915",true
"42.56.15.127:36771",true
"179.43.100.12:52969",true
"201.110.36.95:53410",true
"182.123.210.136:48975",true
"42.226.71.41:39607",true
"219.157.62.145:48789",true
"115.50.67.188:38472",true
"200.59.85.196:54296",true
"175.147.155.48:59856",true
"115.49.64.223:45201",true
"61.54.71.193:55827",true
"112.248.160.89:32792",true
"37.52.76.63:47887",true
"219.157.177.80:51852",true
"dr.hulenao.ru",true
"125.43.93.48:46512",true
"123.5.191.119:56207",true
"182.119.182.106:44105",true
"115.49.94.158:45433",true
"222.138.103.188:50700",true
"115.51.35.126:40294",true
"219.155.200.204:37605",true
"182.120.142.178:39775",true
"42.234.158.236:56371",true
"124.94.77.53:37555",true
"221.202.23.119:50833",true
"27.215.178.152:47548",true
"27.215.66.39:34090",true
"27.216.213.181:45199",true
"42.177.21.21:55890",true
"115.55.63.8:53496",true
"42.55.104.157:53909",true
"42.233.104.128:47499",true
"112.249.217.167:43607",true
"116.138.106.53:37207",true
"222.136.109.206:42790",true
"182.116.53.174:50760",true
"222.142.39.246:55145",true
"222.141.133.183:54265",true
"112.232.175.180:43823",true
"115.48.139.247:48379",true
"117.248.25.189:59690",true
"183.30.196.35:44797",true
"bindpagos.org",true
"roraffle.net",true
"188.38.3.30:45650",true
"gri.cyzukae.ru",true
"182.121.241.95:45580",true
"200.59.88.232:43330",true
"113.238.165.195:43921",true
"42.235.188.238:55502",true
"42.227.5.108:47953",true
"182.121.92.51:35773",true
"vm.cyzukae.ru",true
"42.234.232.83:53193",true
"kal.biryquo.ru",true
"200.59.88.201:49687",true
"125.43.74.81:45841",true
"1.70.13.186:2610",true
"112.237.25.2:46463",true
"42.234.142.197:35628",true
"42.239.254.134:55352",true
"42.230.25.91:49896",true
"119.115.55.196:56795",true
"117.209.86.18:34879",true
"115.57.32.165:44383",true
"117.231.132.244:54950",true
"218.93.57.45:51521",true
"27.215.87.213:44533",true
"vra.fokymeu.ru",true
"42.176.97.90:50881",true
"182.119.1.125:44929",true
"dk.fokymeu.ru",true
"115.63.49.92:59705",true
"61.53.116.20:37318",true
"125.46.196.242:48701",true
"194.182.85.157:5050",true
"181.224.24.157:888",true
"200.59.83.83:51634",true
"unimed-corporation.com",true
"office-service-cdt.com",true
"182.113.42.173:41878",true
"117.209.14.222:55258",true
"www.gloubhoumyayfo.com",true
"peu.dygyliy.ru",true
"185.249.198.97",true
"v2202507289248365122.bestsrv.de",true
"196.251.73.24",true
"h3x.pro",true
"www.wiyeanamak.com",true
"ransokk.de",true
"o365drive-support.com",true
"ficksau.work.gd",true
"cnnetwork.uk",true
"182.116.117.216:52460",true
"60.17.78.95:49409",true
"182.116.54.100:56745",true
"britney-dollar-brass-mat.trycloudflare.com",true
"ms.dygyliy.ru",true
"40.160.230.23:8090",true
"182.115.136.69:37574",true
"1.15.134.238:10088",true
"101.43.166.60:8888",true
"154.82.81.162:8080",true
"38.207.178.73",true
"120.48.24.227",true
"1.15.134.238:1234",true
"117.208.241.133:51504",true
"59.182.155.44:2000",true
"41.246.160.133:8081",true
"92.40.115.103:8082",true
"94.44.90.118:8080",true
"201.143.191.134:8080",true
"123.19.41.42:8080",true
"14.180.249.105:8080",true
"222.149.239.247",true
"176.215.199.12:17990",true
"83.224.163.157",true
"83.224.139.67",true
"97.130.251.48:8082",true
"27.74.51.59:8080",true
"91.80.162.108",true
"95.247.121.40:50904",true
"213.149.0.75:50254",true
"113.221.77.161:57222",true
"108.35.211.209:43168",true
"77.179.166.61:8080",true
"78.157.28.34:8497",true
"221.14.36.229:44941",true
"120.28.189.105:54273",true
"klo.xevenyu.ru",true
"115.58.134.251:40910",true
"125.47.192.226:50952",true
"vz.xevenyu.ru",true
"123.9.193.62:55275",true
"laj.tigelie.ru",true
"222.142.243.38:46783",true
"113.218.241.136:40787",true
"115.63.13.52:32927",true
"175.173.83.55:57331",true
"61.53.89.120:37432",true
"rc.tigelie.ru",true
"112.252.170.25:51189",true
"60.22.252.58:50672",true
"113.25.105.235:53073",true
"42.235.98.118:57301",true
"218.24.16.163:35501",true
"123.4.215.251:57987",true
"1.34.139.245:1350",true
"182.127.102.89:45833",true
"115.57.30.167:38858",true
"124.131.123.178:46869",true
"123.11.11.91:57718",true
"125.47.224.235:50649",true
"tme.hicymui.ru",true
"103.163.119.83",true
"5.42.217.111",true
"163.61.39.201",true
"124.131.104.37:40707",true
"222.127.152.103:56392",true
"182.45.75.143:43211",true
"122.159.179.171:37595",true
"116.138.177.56:36033",true
"117.215.57.147:54968",true
"175.174.9.169:45431",true
"evelynnrank1.duckdns.org",true
"qv.hicymui.ru",true
"1.70.10.13:25124",true
"116.139.177.24:38747",true
"61.53.122.131:41713",true
"tku.rowe6yi5.ru",true
"39.85.164.152:40459",true
"27.215.208.119:55250",true
"112.248.143.84:49148",true
"175.161.176.83:56853",true
"mgi.kelu0yo5.ru",true
